試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2021-01-31,KUROBEアクアフェアリーズ,11,,杉原若葉,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-31,KUROBEアクアフェアリーズ,12,,浮島杏加子,3,□,□,□,nan,nan,12,5,1,41.7,33.3,1.67,0,0,0,-,1,0.33,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-31,KUROBEアクアフェアリーズ,13,,梅津憂理,4,■,■,■,■,nan,25,7,2,28.0,20.0,1.75,2,1,0,50.0,0,-,12,0,0,4,8.3,31,3,12,29.0,,,,,,,,
2021-01-31,KUROBEアクアフェアリーズ,14,,細沼綾,4,■,■,■,■,nan,19,6,0,31.6,31.6,1.50,0,0,0,-,1,0.25,14,0,3,6,5.4,2,0,2,50.0,,,,,,,,
2021-01-31,KUROBEアクアフェアリーズ,15,,小西愛衣,4,■,■,■,■,nan,1,1,0,100.0,100.0,0.25,0,0,0,-,1,0.25,12,0,0,4,8.3,0,0,0,-,,,,,,,,
2021-01-31,KUROBEアクアフェアリーズ,16,,星加輝,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,1,2,5.0,0,0,0,-,,,,,,,,
2021-01-31,KUROBEアクアフェアリーズ,18,,立石優華,3,□,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,1,5.0,2,1,1,75.0,,,,,,,,
2021-01-31,KUROBEアクアフェアリーズ,19,,小杉凜華,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-31,KUROBEアクアフェアリーズ,20,,戸部真由香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-31,KUROBEアクアフェアリーズ,21,,道下ひなの,4,■,■,■,■,nan,27,11,0,40.7,40.7,2.75,0,0,0,-,0,-,14,1,0,3,12.5,0,0,0,-,,,,,,,,
2021-01-31,KUROBEアクアフェアリーズ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,157,53,7,33.8,29.3,13.25,8,2,1,25.0,5,1.25,82,2,9,24,7.0,85,20,31,41.8,139,64,7,46.0,10,2.50,10.2,53.5
2021-01-31,東レアローズ,1,,井上奈々朱,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-31,東レアローズ,2,,大野果歩,3,■,■,■,nan,nan,7,4,0,57.1,57.1,1.33,0,0,0,-,1,0.33,10,0,1,0,-2.5,0,0,0,-,,,,,,,,
2021-01-31,東レアローズ,4,,白井美沙紀,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,1,1,0.0,0,0,0,-,,,,,,,,
2021-01-31,東レアローズ,5,,中田紫乃,3,□,□,□,nan,nan,4,1,0,25.0,25.0,0.33,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-01-31,東レアローズ,6,L,中島未来,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-31,東レアローズ,7,,クランヤナ,3,■,■,■,nan,nan,36,14,2,38.9,33.3,4.67,4,0,0,0.0,2,0.67,8,0,3,1,-6.2,0,0,0,-,,,,,,,,
2021-01-31,東レアローズ,8,,小川愛里奈,3,■,■,■,nan,nan,7,4,1,57.1,42.9,1.33,0,0,0,-,0,-,8,0,0,3,9.4,0,0,0,-,,,,,,,,
2021-01-31,東レアローズ,9,,黒後愛,3,■,■,■,nan,nan,26,12,1,46.2,42.3,4.00,4,2,0,50.0,2,0.67,12,1,2,3,10.4,28,14,3,55.4,,,,,,,,
2021-01-31,東レアローズ,10,,関菜々巳,3,■,■,■,nan,nan,1,1,0,100.0,100.0,0.33,0,0,0,-,1,0.33,17,2,0,5,19.1,0,0,0,-,,,,,,,,
2021-01-31,東レアローズ,11,L,水杉玲奈,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,5,3,72.2,,,,,,,,
2021-01-31,東レアローズ,12,,石川真佑,3,■,■,■,nan,nan,35,14,2,40.0,34.3,4.67,3,0,1,0.0,1,0.33,10,1,5,3,5.0,24,9,4,45.8,,,,,,,,
2021-01-31,東レアローズ,13,,野呂加南子,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,,,,,,,,
2021-01-31,東レアローズ,14,,大崎琴未,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-01-31,東レアローズ,15,,坂本侑,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-31,東レアローズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,116,50,6,43.1,37.9,16.67,11,2,1,18.2,7,2.33,75,4,12,17,7.0,61,28,10,54.1,136,38,9,27.9,6,2.00,12.1,59.7
2021-01-31,ヴィクトリーナ姫路,1,,貞包里穂,3,■,■,■,nan,nan,34,11,0,32.4,32.4,3.67,5,2,0,40.0,0,-,9,1,1,2,13.9,12,6,1,54.2,,,,,,,,
2021-01-31,ヴィクトリーナ姫路,2,,櫻井美樹,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,7,0,2,0,-7.1,0,0,0,-,,,,,,,,
2021-01-31,ヴィクトリーナ姫路,3,,大元朱菜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-31,ヴィクトリーナ姫路,4,L,花井萌里,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,4,2,62.5,,,,,,,,
2021-01-31,ヴィクトリーナ姫路,5,,長野有紗,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-31,ヴィクトリーナ姫路,6,,金杉由香,3,□,■,■,nan,nan,36,6,4,16.7,5.6,2.00,4,0,0,0.0,0,-,8,0,0,4,12.5,5,4,0,80.0,,,,,,,,
2021-01-31,ヴィクトリーナ姫路,7,,堀込奈央,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-,,,,,,,,
2021-01-31,ヴィクトリーナ姫路,8,,宮地佳乃,2,nan,□,□,nan,nan,3,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-31,ヴィクトリーナ姫路,11,,荒谷栞,3,■,■,■,nan,nan,13,5,2,38.5,23.1,1.67,0,0,0,-,4,1.33,13,2,0,3,21.2,2,1,0,50.0,,,,,,,,
2021-01-31,ヴィクトリーナ姫路,12,,孫田菜奈,1,□,nan,nan,nan,nan,5,2,0,40.0,40.0,2.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-01-31,ヴィクトリーナ姫路,13,,田中咲希,3,■,■,■,nan,nan,14,7,1,50.0,42.9,2.33,1,1,0,100.0,0,-,11,2,1,4,25.0,20,11,4,65.0,,,,,,,,
2021-01-31,ヴィクトリーナ姫路,14,,佐々木千紘,3,■,■,■,nan,nan,17,6,0,35.3,35.3,2.00,0,0,0,-,2,0.67,11,0,2,3,2.3,2,0,0,0.0,,,,,,,,
2021-01-31,ヴィクトリーナ姫路,15,,松本愛希穂,2,■,nan,□,nan,nan,14,1,2,7.1,-7.1,0.50,0,0,0,-,0,-,4,0,0,1,6.2,13,6,3,57.7,,,,,,,,
2021-01-31,ヴィクトリーナ姫路,18,,溝口由利香,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-31,ヴィクトリーナ姫路,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,136,38,9,27.9,21.3,12.67,10,3,0,30.0,6,2.00,68,5,6,19,12.1,62,32,10,59.7,116,50,6,43.1,7,2.33,7.0,54.1
2021-01-31,岡山シーガルズ,4,,吉岡美晴,4,■,■,■,■,nan,62,19,6,30.6,21.0,4.75,0,0,0,-,0,-,9,0,2,2,0.0,23,9,3,45.7,,,,,,,,
2021-01-31,岡山シーガルズ,5,,宇賀神みずき,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,,,,,,,,
2021-01-31,岡山シーガルズ,6,,渡邊真恵,4,■,■,■,■,nan,37,14,1,37.8,35.1,3.50,3,0,0,0.0,0,-,18,2,2,8,19.4,2,1,1,75.0,,,,,,,,
2021-01-31,岡山シーガルズ,8,,及川真夢,3,■,■,■,nan,nan,15,6,1,40.0,33.3,2.00,0,0,0,-,2,0.67,10,1,0,0,10.0,0,0,0,-,,,,,,,,
2021-01-31,岡山シーガルズ,10,,西村弥菜美,3,□,□,nan,□,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,5,0,0,1,5.0,4,2,1,62.5,,,,,,,,
2021-01-31,岡山シーガルズ,12,,居村杏奈,3,■,■,■,nan,nan,14,5,0,35.7,35.7,1.67,0,0,0,-,0,-,8,0,0,3,9.4,1,1,0,100.0,,,,,,,,
2021-01-31,岡山シーガルズ,14,,宮下遥,4,■,■,■,■,nan,3,1,0,33.3,33.3,0.25,0,0,0,-,1,0.25,13,2,0,4,23.1,1,0,0,0.0,,,,,,,,
2021-01-31,岡山シーガルズ,15,,古川あおいアン,3,nan,□,□,■,nan,19,8,1,42.1,36.8,2.67,0,0,0,-,0,-,4,0,0,1,6.2,9,3,1,38.9,,,,,,,,
2021-01-31,岡山シーガルズ,18,,金田修佳,4,■,■,■,□,nan,25,8,1,32.0,28.0,2.00,0,0,0,-,0,-,9,0,0,4,11.1,15,9,1,63.3,,,,,,,,
2021-01-31,岡山シーガルズ,20,L,丸山亜季,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-31,岡山シーガルズ,22,L,船田芽依,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,5,1,68.8,,,,,,,,
2021-01-31,岡山シーガルズ,26,,長瀬そら,1,nan,nan,nan,■,nan,1,0,1,0.0,-100.0,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,,,,,,,,
2021-01-31,岡山シーガルズ,28,,川島亜依美,1,nan,nan,nan,■,nan,3,1,0,33.3,33.3,1.00,0,0,0,-,0,-,4,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-01-31,岡山シーガルズ,33,,中本柚朱,2,nan,□,□,nan,nan,10,2,1,20.0,10.0,1.00,0,0,0,-,0,-,6,0,0,2,8.3,16,6,6,56.2,,,,,,,,
2021-01-31,岡山シーガルズ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,191,64,12,33.5,27.2,16.00,3,0,0,0.0,3,0.75,92,5,4,27,11.7,79,36,14,54.4,180,55,12,30.6,9,2.25,11.8,58.6
2021-01-31,日立リヴァーレ,1,,上坂瑠子,4,■,■,■,■,nan,67,16,3,23.9,19.4,4.00,4,0,0,0.0,1,0.25,14,0,0,4,7.1,32,15,7,57.8,,,,,,,,
2021-01-31,日立リヴァーレ,2,,小野寺友香,2,■,nan,nan,□,nan,1,1,0,100.0,100.0,0.50,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,,,,,,,,
2021-01-31,日立リヴァーレ,4,,窪田美侑,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,2,10.0,1,1,0,100.0,,,,,,,,
2021-01-31,日立リヴァーレ,5,,タップハンナ,4,■,■,■,■,nan,22,11,1,50.0,45.5,2.75,0,0,0,-,4,1.00,14,1,0,5,16.1,0,0,0,-,,,,,,,,
2021-01-31,日立リヴァーレ,6,,芳賀舞波,4,□,■,■,■,nan,10,4,1,40.0,30.0,1.00,0,0,0,-,2,0.50,12,1,0,5,18.8,0,0,0,-,,,,,,,,
2021-01-31,日立リヴァーレ,7,L,齋藤加奈子,2,●,●,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,6,2,2,50.0,,,,,,,,
2021-01-31,日立リヴァーレ,10,L,小池杏菜,4,〇,〇,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,10,2,78.6,,,,,,,,
2021-01-31,日立リヴァーレ,11,,中村安里,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-31,日立リヴァーレ,13,,長内美和子,4,□,■,■,■,nan,42,14,2,33.3,28.6,3.50,1,0,0,0.0,0,-,9,0,1,3,5.6,10,2,4,40.0,,,,,,,,
2021-01-31,日立リヴァーレ,14,,入澤まい,2,■,□,nan,nan,nan,5,0,2,0.0,-40.0,-,0,0,0,-,2,1.00,1,0,1,0,-25.0,0,0,0,-,,,,,,,,
2021-01-31,日立リヴァーレ,17,,オクム大庭冬美ハウィ,1,■,nan,nan,nan,nan,6,1,2,16.7,-16.7,1.00,1,0,0,0.0,0,-,2,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-01-31,日立リヴァーレ,18,,境紗里奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-31,日立リヴァーレ,19,,野中瑠衣,4,■,■,■,■,nan,22,4,1,18.2,13.6,1.00,0,0,0,-,0,-,17,1,2,8,14.7,24,12,3,56.2,,,,,,,,
2021-01-31,日立リヴァーレ,21,,雑賀恵斗,4,□,■,■,■,nan,5,4,0,80.0,80.0,1.00,0,0,0,-,0,-,8,1,1,1,12.5,0,0,0,-,,,,,,,,
2021-01-31,日立リヴァーレ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,180,55,12,30.6,23.9,13.75,6,0,0,0.0,9,2.25,85,4,5,29,11.8,87,42,18,58.6,191,64,12,33.5,3,0.75,11.7,54.4
2021-02-06,トヨタ車体クインシーズ,1,,鴫原ひなた,3,■,■,■,nan,nan,29,11,1,37.9,34.5,3.67,3,2,0,66.7,0,-,9,1,1,4,19.4,24,15,5,72.9,,,,,,,,
2021-02-06,トヨタ車体クインシーズ,6,,村永奈央,1,nan,nan,■,nan,nan,7,0,0,0.0,0.0,-,0,0,0,-,0,-,3,0,0,1,8.3,8,3,1,43.8,,,,,,,,
2021-02-06,トヨタ車体クインシーズ,7,,渡邊彩,3,■,■,□,nan,nan,13,3,2,23.1,7.7,1.00,0,0,0,-,1,0.33,7,0,0,4,14.3,2,1,1,75.0,,,,,,,,
2021-02-06,トヨタ車体クインシーズ,8,L,榊原美沙都,1,nan,〇,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,5,4,0,80.0,,,,,,,,
2021-02-06,トヨタ車体クインシーズ,9,,辻彩乃,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,1,1,1,50.0,0,0,0,-,,,,,,,,
2021-02-06,トヨタ車体クインシーズ,10,,熊井風音,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-06,トヨタ車体クインシーズ,11,,荒木絵里香,3,■,■,■,nan,nan,11,1,3,9.1,-18.2,0.33,0,0,0,-,1,0.33,6,0,1,4,12.5,0,0,0,-,,,,,,,,
2021-02-06,トヨタ車体クインシーズ,12,,グーパートポーンプン,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,トヨタ車体クインシーズ,13,,ソロカイテインドレ,2,■,■,nan,nan,nan,15,3,1,20.0,13.3,1.50,5,0,1,0.0,0,-,3,0,2,0,-16.7,0,0,0,-,,,,,,,,
2021-02-06,トヨタ車体クインシーズ,14,,松本亜弥華,1,nan,nan,■,nan,nan,6,2,1,33.3,16.7,2.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-06,トヨタ車体クインシーズ,17,,藪田美穂子,3,■,■,■,nan,nan,36,9,6,25.0,8.3,3.00,5,0,2,0.0,2,0.67,9,0,0,5,13.9,20,10,5,62.5,,,,,,,,
2021-02-06,トヨタ車体クインシーズ,18,,山上有紀,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,0,-8.3,0,0,0,-,,,,,,,,
2021-02-06,トヨタ車体クインシーズ,19,L,安井由香子,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,6,1,59.1,,,,,,,,
2021-02-06,トヨタ車体クインシーズ,20,,山形理沙子,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,,,,,,,,
2021-02-06,トヨタ車体クインシーズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,117,29,14,24.8,12.8,9.67,13,2,3,15.4,4,1.33,46,2,6,20,12.0,70,39,13,65.0,108,46,3,42.6,7,2.33,4.7,40.0
2021-02-06,NECレッドロケッツ,1,,島村春世,3,■,■,■,nan,nan,8,4,0,50.0,50.0,1.33,0,0,0,-,1,0.33,15,0,0,6,10.0,2,0,0,0.0,,,,,,,,
2021-02-06,NECレッドロケッツ,2,,古賀紗理那,3,■,■,■,nan,nan,30,13,0,43.3,43.3,4.33,3,2,0,66.7,2,0.67,12,0,1,5,8.3,5,3,0,60.0,,,,,,,,
2021-02-06,NECレッドロケッツ,3,,塚田しおり,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,NECレッドロケッツ,5,,曽我啓菜,3,■,■,■,nan,nan,22,9,1,40.9,36.4,3.00,1,0,0,0.0,1,0.33,12,0,2,1,-2.1,18,4,5,36.1,,,,,,,,
2021-02-06,NECレッドロケッツ,6,,上野香織,3,■,■,■,nan,nan,12,6,0,50.0,50.0,2.00,0,0,0,-,1,0.33,5,0,1,1,0.0,1,0,1,50.0,,,,,,,,
2021-02-06,NECレッドロケッツ,9,,廣瀬七海,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,NECレッドロケッツ,10,,澤田由佳,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,1,0.33,11,0,0,2,4.5,0,0,0,-,,,,,,,,
2021-02-06,NECレッドロケッツ,11,,古谷ちなみ,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,NECレッドロケッツ,12,,山内美咲,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-06,NECレッドロケッツ,13,,山田二千華,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,NECレッドロケッツ,16,L,小島満菜美,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,5,2,42.9,,,,,,,,
2021-02-06,NECレッドロケッツ,17,,川上雛菜,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,6,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-06,NECレッドロケッツ,18,L,佐藤澪,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,NECレッドロケッツ,23,,オズソイネリマン,3,■,■,■,nan,nan,36,14,2,38.9,33.3,4.67,10,6,0,60.0,1,0.33,12,0,0,3,6.2,0,0,0,-,,,,,,,,
2021-02-06,NECレッドロケッツ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,108,46,3,42.6,39.8,15.33,14,8,0,57.1,7,2.33,74,0,4,18,4.7,40,12,8,40.0,117,29,14,24.8,4,1.33,12.0,65.0
2021-02-06,埼玉上尾メディックス,3,,サンティアゴアライジャダフニ,2,■,■,nan,nan,nan,4,1,0,25.0,25.0,0.50,0,0,0,-,2,1.00,2,0,0,1,12.5,1,0,0,0.0,,,,,,,,
2021-02-06,埼玉上尾メディックス,4,,堀江美志,1,nan,□,nan,nan,nan,5,0,0,0.0,0.0,-,0,0,0,-,0,-,6,1,0,2,25.0,0,0,0,-,,,,,,,,
2021-02-06,埼玉上尾メディックス,5,,山崎のの花,4,■,■,■,■,nan,1,1,0,100.0,100.0,0.25,0,0,0,-,1,0.25,16,1,2,6,12.5,0,0,0,-,,,,,,,,
2021-02-06,埼玉上尾メディックス,6,,山口珠李,3,nan,□,■,■,nan,7,7,0,100.0,100.0,2.33,0,0,0,-,1,0.33,12,0,0,1,2.1,1,0,1,50.0,,,,,,,,
2021-02-06,埼玉上尾メディックス,7,L,山岸あかね,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,44,14,12,45.5,,,,,,,,
2021-02-06,埼玉上尾メディックス,8,,吉野優理,4,■,■,■,■,nan,37,15,3,40.5,32.4,3.75,3,1,1,33.3,0,-,14,2,2,9,26.8,21,8,7,54.8,,,,,,,,
2021-02-06,埼玉上尾メディックス,9,,内瀬戸真実,4,■,■,■,■,nan,54,21,3,38.9,33.3,5.25,1,1,0,100.0,2,0.50,16,1,3,2,4.7,9,1,3,27.8,,,,,,,,
2021-02-06,埼玉上尾メディックス,10,,佐藤優花,1,□,nan,nan,nan,nan,5,2,0,40.0,40.0,2.00,0,0,0,-,0,-,0,0,0,0,-,1,0,0,0.0,,,,,,,,
2021-02-06,埼玉上尾メディックス,11,,青柳京古,4,■,■,■,■,nan,17,7,0,41.2,41.2,1.75,0,0,0,-,1,0.25,14,0,1,3,3.6,0,0,0,-,,,,,,,,
2021-02-06,埼玉上尾メディックス,12,,岩澤実育,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,1,0,2,75.0,6,4,2,83.3,,,,,,,,
2021-02-06,埼玉上尾メディックス,15,,ジョセフシャイナ,4,■,■,■,■,nan,36,14,2,38.9,33.3,3.50,10,5,1,50.0,1,0.25,11,0,0,4,9.1,0,0,0,-,,,,,,,,
2021-02-06,埼玉上尾メディックス,19,,仁井田桃子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,埼玉上尾メディックス,20,,田川紘美,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,0,-8.3,0,0,0,-,,,,,,,,
2021-02-06,埼玉上尾メディックス,23,,大室璃紗,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,2,0,0,0.0,,,,,,,,
2021-02-06,埼玉上尾メディックス,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,166,68,8,41.0,36.1,17.00,14,7,2,50.0,8,2.00,98,6,9,30,11.5,85,27,25,46.5,156,64,9,41.0,6,1.50,10.3,56.7
2021-02-06,デンソーエアリービーズ,1,,中元南,4,■,■,■,■,nan,29,7,2,24.1,17.2,1.75,3,0,1,0.0,0,-,17,1,1,6,13.2,53,26,16,64.2,,,,,,,,
2021-02-06,デンソーエアリービーズ,6,,田代佳奈美,4,■,■,■,■,nan,3,2,0,66.7,66.7,0.50,0,0,0,-,3,0.75,13,0,0,6,11.5,0,0,0,-,,,,,,,,
2021-02-06,デンソーエアリービーズ,9,,小口樹葉,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,2,1,0,50.0,,,,,,,,
2021-02-06,デンソーエアリービーズ,10,,森谷史佳,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,2,25.0,0,0,0,-,,,,,,,,
2021-02-06,デンソーエアリービーズ,11,L,井上琴絵,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,3,0,37.5,,,,,,,,
2021-02-06,デンソーエアリービーズ,13,,奥村麻依,4,■,■,■,■,nan,17,6,0,35.3,35.3,1.50,0,0,0,-,1,0.25,11,0,0,1,2.3,0,0,0,-,,,,,,,,
2021-02-06,デンソーエアリービーズ,14,,松井珠己,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,,,,,,,,
2021-02-06,デンソーエアリービーズ,15,,鍋谷友理枝,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,デンソーエアリービーズ,16,,横田真未,4,■,■,■,■,nan,15,6,1,40.0,33.3,1.50,0,0,0,-,0,-,16,0,1,7,9.4,2,2,0,100.0,,,,,,,,
2021-02-06,デンソーエアリービーズ,19,L,福留慧美,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,デンソーエアリービーズ,20,,東谷玲衣奈,4,□,□,□,■,nan,11,7,1,63.6,54.5,1.75,0,0,0,-,1,0.25,3,0,2,0,-16.7,10,5,0,50.0,,,,,,,,
2021-02-06,デンソーエアリービーズ,21,,工藤嶺,4,■,■,■,□,nan,28,7,2,25.0,17.9,1.75,8,2,0,25.0,0,-,10,1,1,2,12.5,4,1,1,37.5,,,,,,,,
2021-02-06,デンソーエアリービーズ,22,,プラマーキャサリン,4,■,■,■,■,nan,53,29,3,54.7,49.1,7.25,9,7,0,77.8,1,0.25,14,1,2,8,17.9,10,4,0,40.0,,,,,,,,
2021-02-06,デンソーエアリービーズ,24,,兵頭由希,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-06,デンソーエアリービーズ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,156,64,9,41.0,35.3,16.00,20,9,1,45.0,6,1.50,92,3,7,33,10.3,89,42,17,56.7,166,68,8,41.0,8,2.00,11.5,46.5
2021-02-06,ヴィクトリーナ姫路,1,,貞包里穂,3,■,■,■,nan,nan,36,18,1,50.0,47.2,6.00,5,3,0,60.0,0,-,12,1,0,5,18.8,0,0,0,-,,,,,,,,
2021-02-06,ヴィクトリーナ姫路,2,,櫻井美樹,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,0.33,6,1,0,1,20.8,0,0,0,-,,,,,,,,
2021-02-06,ヴィクトリーナ姫路,4,L,花井萌里,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,6,1,72.2,,,,,,,,
